project_code,client,address,project_description,location_lat,location_lon,arcgis_link,task_number,attempt_number,directory_name,data_type,asset_id,asset_designation,asset_type,deployment_platform,entry_point,exit_point,pipe_length,date_start,date_stop,run_quality,observation_summary,other_comments
PRO,,"29341, Gaffney, SC, USA",,35.173808,-81.650391,https://experience.arcgis.com/experience/f703e7a448e44768b11f7ca209b61edd#data_s=id%3AdataSource_10-3d0809b302784316b9bb2a47af9d93bd%3A3,1,1,/home/sugan/repos3/uam_deployment_entry/data/PRO_20260221,CSV&360_Camera,,,Manhole,ROGER,,,,02-21-2026 00:00:00,02-21-2026 00:00:00,1,,
